Abbreviation,GrandPrix,Year,Q1,Q2,Q3,Q1_gap,Q2_gap,Q3_gap
NAK,European Grand Prix,2008,1:38.667,1:38.428,\N,0.7189999999999941,0.5859999999999985,1.4075599999999895
ALO,European Grand Prix,2008,1:38.268,1:38.435,\N,0.3199999999999932,0.5930000000000035,1.4146999999999963
GLO,European Grand Prix,2008,1:38.532,1:38.499,\N,0.583999999999989,0.6569999999999965,1.4799799999999976
WEB,European Grand Prix,2008,1:38.559,1:38.515,\N,0.61099999999999,0.6730000000000018,1.496300000000005
PIQ,European Grand Prix,2008,1:38.787,1:38.744,\N,0.8389999999999986,0.902000000000001,1.7298799999999943
BUT,European Grand Prix,2008,1:38.880,\N,\N,0.931999999999988,4.004400000000004,4.894328000000002
COU,European Grand Prix,2008,1:39.235,\N,\N,1.286999999999992,4.370050000000006,5.267291
FIS,European Grand Prix,2008,1:39.268,\N,\N,1.3199999999999932,4.404040000000009,5.301960800000003
BAR,European Grand Prix,2008,1:39.811,\N,\N,1.8629999999999995,4.963330000000013,5.8724366000000146
SUT,European Grand Prix,2008,1:39.943,\N,\N,1.9949999999999903,5.099289999999996,6.011115799999999
HAM,Belgian Grand Prix,2008,1:46.887,1:46.088,1:47.338,0.10999999999999943,0.05099999999998772,0.0
MAS,Belgian Grand Prix,2008,1:46.873,1:46.391,1:47.678,0.09599999999998943,0.353999999999985,0.3400000000000034
KOV,Belgian Grand Prix,2008,1:46.812,1:46.037,1:47.815,0.03499999999999659,0.0,0.47700000000000387
RAI,Belgian Grand Prix,2008,1:46.960,1:46.298,1:47.992,0.18300000000000693,0.2609999999999957,0.6539999999999964
HEI,Belgian Grand Prix,2008,1:47.419,1:46.311,1:48.315,0.6419999999999959,0.2740000000000009,0.9770000000000039
ALO,Belgian Grand Prix,2008,1:47.154,1:46.491,1:48.504,0.37699999999999534,0.4539999999999935,1.1659999999999968
WEB,Belgian Grand Prix,2008,1:47.270,1:46.814,1:48.736,0.4930000000000092,0.7769999999999868,1.3979999999999961
KUB,Belgian Grand Prix,2008,1:47.093,1:46.494,1:48.763,0.3160000000000025,0.45699999999999363,1.4250000000000114
BOU,Belgian Grand Prix,2008,1:46.777,1:46.544,1:48.951,0.0,0.5069999999999908,1.6129999999999995
VET,Belgian Grand Prix,2008,1:47.152,1:46.804,1:50.319,0.375,0.7669999999999959,2.9810000000000088
TRU,Belgian Grand Prix,2008,1:47.400,1:46.949,\N,0.6230000000000047,0.9119999999999919,1.7499800000000079
PIQ,Belgian Grand Prix,2008,1:47.052,1:46.965,\N,0.2749999999999915,0.9279999999999973,1.7663000000000153
GLO,Belgian Grand Prix,2008,1:47.359,1:46.995,\N,0.5820000000000078,0.9579999999999984,1.796900000000008
COU,Belgian Grand Prix,2008,1:47.132,1:47.018,\N,0.355000000000004,0.9809999999999945,1.820360000000008
ROS,Belgian Grand Prix,2008,1:47.503,1:47.429,\N,0.7259999999999991,1.391999999999996,2.2395800000000037
BAR,Belgian Grand Prix,2008,1:48.153,\N,\N,1.3759999999999906,5.360589999999988,6.2875418
BUT,Belgian Grand Prix,2008,1:48.211,\N,\N,1.4339999999999975,5.420329999999993,6.348476600000012
SUT,Belgian Grand Prix,2008,1:48.226,\N,\N,1.448999999999998,5.435779999999994,6.364235600000015
NAK,Belgian Grand Prix,2008,1:48.268,\N,\N,1.4909999999999997,5.479039999999998,6.408360800000011
FIS,Belgian Grand Prix,2008,1:48.447,\N,\N,1.6700000000000017,5.663409999999999,6.596418200000016
VET,Italian Grand Prix,2008,1:35.464,1:35.837,1:37.555,0.25,0.0,0.0
KOV,Italian Grand Prix,2008,1:35.214,1:35.843,1:37.631,0.0,0.006000000000000227,0.0759999999999934
WEB,Italian Grand Prix,2008,1:36.001,1:36.306,1:38.117,0.7870000000000061,0.4689999999999941,0.5619999999999834
BOU,Italian Grand Prix,2008,1:35.543,1:36.175,1:38.445,0.32900000000000773,0.33799999999999386,0.8899999999999864
ROS,Italian Grand Prix,2008,1:35.485,1:35.898,1:38.767,0.2710000000000008,0.06099999999999284,1.211999999999989
MAS,Italian Grand Prix,2008,1:35.536,1:36.676,1:38.894,0.32200000000000273,0.8389999999999986,1.3389999999999986
TRU,Italian Grand Prix,2008,1:35.906,1:36.008,1:39.152,0.6920000000000073,0.17100000000000648,1.5969999999999942
ALO,Italian Grand Prix,2008,1:36.297,1:36.518,1:39.751,1.0829999999999984,0.6809999999999974,2.195999999999998
GLO,Italian Grand Prix,2008,1:35.737,1:36.525,1:39.787,0.5229999999999961,0.6880000000000024,2.2319999999999993
HEI,Italian Grand Prix,2008,1:35.709,1:36.626,1:39.906,0.49500000000000455,0.7890000000000015,2.350999999999999
KUB,Italian Grand Prix,2008,1:35.553,1:36.697,\N,0.33899999999999864,0.8599999999999994,1.0759400000000028
FIS,Italian Grand Prix,2008,1:36.280,1:36.698,\N,1.0660000000000025,0.8610000000000042,1.0769599999999997
COU,Italian Grand Prix,2008,1:36.485,1:37.284,\N,1.2710000000000008,1.4469999999999885,1.6746799999999809
RAI,Italian Grand Prix,2008,1:35.965,1:37.522,\N,0.7510000000000048,1.684999999999988,1.917439999999985
HAM,Italian Grand Prix,2008,1:35.394,1:39.265,\N,0.18000000000000682,3.4279999999999973,3.695299999999989
BAR,Italian Grand Prix,2008,1:36.510,\N,\N,1.2959999999999923,3.5682999999999936,3.838405999999992
PIQ,Italian Grand Prix,2008,1:36.630,\N,\N,1.4159999999999968,3.6918999999999897,3.9644779999999855
NAK,Italian Grand Prix,2008,1:36.653,\N,\N,1.438999999999993,3.7155899999999917,3.9886417999999964
BUT,Italian Grand Prix,2008,1:37.006,\N,\N,1.7920000000000016,4.079179999999994,4.3595035999999965
SUT,Italian Grand Prix,2008,1:37.417,\N,\N,2.203000000000003,4.502510000000001,4.791300199999995
MAS,Singapore Grand Prix,2008,1:44.519,1:44.014,1:44.801,17.378000000000014,15.826730000000012,15.475122200000001
HAM,Singapore Grand Prix,2008,1:44.501,1:44.932,1:45.465,17.360000000000014,16.744730000000004,16.139122200000003
RAI,Singapore Grand Prix,2008,1:44.282,1:44.232,1:45.617,17.141000000000005,16.04473,16.29112219999999
KUB,Singapore Grand Prix,2008,1:44.740,1:44.519,1:45.779,17.599000000000018,16.331730000000007,16.453122199999996
KOV,Singapore Grand Prix,2008,1:44.311,1:44.207,1:45.873,17.170000000000016,16.019729999999996,16.54712219999999
HEI,Singapore Grand Prix,2008,1:45.548,1:44.520,1:45.964,18.40700000000001,16.332730000000012,16.638122199999998
VET,Singapore Grand Prix,2008,1:45.042,1:44.261,1:46.244,17.90100000000001,16.073729999999998,16.9181222
GLO,Singapore Grand Prix,2008,1:45.184,1:44.441,1:46.328,18.043000000000006,16.253730000000004,17.002122200000002
ROS,Singapore Grand Prix,2008,1:45.103,1:44.429,1:46.611,17.962000000000018,16.241730000000004,17.28512219999999
NAK,Singapore Grand Prix,2008,1:45.127,1:44.826,1:47.547,17.98600000000002,16.638729999999995,18.221122199999996
TRU,Singapore Grand Prix,2008,1:45.642,1:45.038,\N,18.501000000000005,16.85073,17.812882200000004
BUT,Singapore Grand Prix,2008,1:45.660,1:45.133,\N,18.519000000000005,16.94573000000001,17.90978220000001
WEB,Singapore Grand Prix,2008,1:45.493,1:45.212,\N,18.352000000000004,17.024730000000005,17.990362200000007
COU,Singapore Grand Prix,2008,1:46.028,1:45.298,\N,18.887,17.110730000000004,18.078082199999997
ALO,Singapore Grand Prix,2008,1:44.971,\N,\N,17.830000000000013,19.932860000000005,20.95665480000001
PIQ,Singapore Grand Prix,2008,1:46.037,\N,\N,18.896000000000015,21.030840000000012,22.076594400000005
BOU,Singapore Grand Prix,2008,1:46.389,\N,\N,19.24800000000002,21.393400000000014,22.44640560000002
BAR,Singapore Grand Prix,2008,1:46.583,\N,\N,19.442000000000007,21.593220000000002,22.650222
SUT,Singapore Grand Prix,2008,1:47.940,\N,\N,20.799000000000007,22.990930000000006,24.0758862
FIS,Singapore Grand Prix,2008,\N,\N,\N,0.0,0.0,0.0
HAM,Japanese Grand Prix,2008,1:18.071,1:17.462,1:18.404,0.12600000000000477,0.17499999999999716,0.0
RAI,Japanese Grand Prix,2008,1:18.160,1:17.733,1:18.644,0.2150000000000034,0.44599999999999795,0.2400000000000091
KOV,Japanese Grand Prix,2008,1:18.220,1:17.360,1:18.821,0.2750000000000057,0.07299999999999329,0.4170000000000016
ALO,Japanese Grand Prix,2008,1:18.290,1:17.871,1:18.852,0.34499999999999886,0.583999999999989,0.4480000000000075
MAS,Japanese Grand Prix,2008,1:18.110,1:17.287,1:18.874,0.16500000000000625,0.0,0.46999999999999886
KUB,Japanese Grand Prix,2008,1:18.684,1:17.931,1:18.979,0.7390000000000043,0.6439999999999912,0.5750000000000028
TRU,Japanese Grand Prix,2008,1:18.501,1:17.541,1:19.026,0.5560000000000116,0.2539999999999907,0.6219999999999999
GLO,Japanese Grand Prix,2008,1:17.945,1:17.670,1:19.118,0.0,0.38299999999999557,0.7139999999999986
VET,Japanese Grand Prix,2008,1:18.559,1:17.714,1:19.638,0.6140000000000043,0.4269999999999925,1.2340000000000089
BOU,Japanese Grand Prix,2008,1:18.593,1:18.102,1:20.167,0.6480000000000103,0.8149999999999977,1.7630000000000052
COU,Japanese Grand Prix,2008,1:18.303,1:18.187,\N,0.3580000000000041,0.8999999999999915,1.346739999999997
PIQ,Japanese Grand Prix,2008,1:18.300,1:18.274,\N,0.355000000000004,0.9869999999999948,1.4354800000000125
WEB,Japanese Grand Prix,2008,1:18.372,1:18.354,\N,0.4270000000000067,1.066999999999993,1.517080000000007
NAK,Japanese Grand Prix,2008,1:18.640,1:18.594,\N,0.6950000000000074,1.306999999999988,1.761880000000005
ROS,Japanese Grand Prix,2008,1:18.740,1:18.672,\N,0.7950000000000017,1.384999999999991,1.8414400000000057
HEI,Japanese Grand Prix,2008,1:18.835,\N,\N,0.8900000000000148,3.9130499999999984,4.420051000000015
BAR,Japanese Grand Prix,2008,1:18.882,\N,\N,0.9370000000000118,3.9614600000000024,4.4694292000000075
BUT,Japanese Grand Prix,2008,1:19.100,\N,\N,1.1550000000000011,4.185999999999993,4.698459999999997
SUT,Japanese Grand Prix,2008,1:19.163,\N,\N,1.2180000000000035,4.250889999999998,4.764647800000006
FIS,Japanese Grand Prix,2008,1:19.910,\N,\N,1.9650000000000034,5.020299999999992,5.549446000000003
HAM,Chinese Grand Prix,2008,1:35.566,1:34.947,1:36.303,0.0,0.0,0.0
RAI,Chinese Grand Prix,2008,1:35.983,1:35.355,1:36.645,0.4170000000000016,0.40799999999998704,0.34200000000001296
MAS,Chinese Grand Prix,2008,1:35.971,1:35.135,1:36.889,0.40500000000000114,0.18799999999998818,0.5860000000000127
ALO,Chinese Grand Prix,2008,1:35.769,1:35.461,1:36.927,0.20300000000000296,0.5139999999999958,0.6239999999999952
KOV,Chinese Grand Prix,2008,1:35.623,1:35.216,1:36.930,0.05699999999998795,0.26900000000000546,0.6270000000000095
WEB,Chinese Grand Prix,2008,1:36.238,1:35.686,1:37.083,0.671999999999997,0.7390000000000043,0.7800000000000011
HEI,Chinese Grand Prix,2008,1:36.224,1:35.403,1:37.201,0.657999999999987,0.45599999999998886,0.8979999999999961
VET,Chinese Grand Prix,2008,1:35.752,1:35.386,1:37.685,0.18600000000000705,0.43899999999999295,1.382000000000005
TRU,Chinese Grand Prix,2008,1:36.104,1:35.715,1:37.934,0.5379999999999967,0.7680000000000007,1.6310000000000002
BOU,Chinese Grand Prix,2008,1:36.239,1:35.478,1:38.885,0.6730000000000018,0.5310000000000059,2.5819999999999936
PIQ,Chinese Grand Prix,2008,1:36.029,1:35.722,\N,0.46299999999999386,0.7750000000000057,1.3334400000000102
KUB,Chinese Grand Prix,2008,1:36.503,1:35.814,\N,0.9369999999999976,0.8669999999999902,1.427279999999996
GLO,Chinese Grand Prix,2008,1:36.210,1:35.937,\N,0.6440000000000055,0.9899999999999949,1.55274
BAR,Chinese Grand Prix,2008,1:36.640,1:36.079,\N,1.073999999999998,1.132000000000005,1.6975800000000163
ROS,Chinese Grand Prix,2008,1:36.434,1:36.210,\N,0.867999999999995,1.2630000000000052,1.8312000000000097
COU,Chinese Grand Prix,2008,1:36.731,\N,\N,1.164999999999992,4.685929999999999,5.322588600000003
NAK,Chinese Grand Prix,2008,1:36.863,\N,\N,1.296999999999997,4.821889999999996,5.461267800000002
BUT,Chinese Grand Prix,2008,1:37.053,\N,\N,1.4869999999999948,5.017589999999998,5.660881800000013
SUT,Chinese Grand Prix,2008,1:37.730,\N,\N,2.1639999999999873,5.714899999999986,6.3721379999999925
FIS,Chinese Grand Prix,2008,1:37.739,\N,\N,2.173000000000002,5.724170000000001,6.381593400000014
MAS,Brazilian Grand Prix,2008,1:11.830,1:11.875,1:12.368,0.0,0.10699999999999932,0.0
TRU,Brazilian Grand Prix,2008,1:12.226,1:12.107,1:12.737,0.3960000000000008,0.33899999999999864,0.3689999999999998
RAI,Brazilian Grand Prix,2008,1:12.083,1:11.950,1:12.825,0.2530000000000001,0.18200000000000216,0.45700000000000784
HAM,Brazilian Grand Prix,2008,1:12.213,1:11.856,1:12.830,0.38299999999999557,0.08799999999999386,0.4620000000000033
KOV,Brazilian Grand Prix,2008,1:12.366,1:11.768,1:12.917,0.5360000000000014,0.0,0.5490000000000066
ALO,Brazilian Grand Prix,2008,1:12.214,1:12.090,1:12.967,0.38400000000000034,0.32200000000000273,0.5990000000000038
VET,Brazilian Grand Prix,2008,1:12.390,1:11.845,1:13.082,0.5600000000000023,0.07699999999999818,0.7139999999999986
HEI,Brazilian Grand Prix,2008,1:12.371,1:12.026,1:13.297,0.5409999999999968,0.25799999999999557,0.929000000000002
BOU,Brazilian Grand Prix,2008,1:12.498,1:12.075,1:14.105,0.6680000000000064,0.30700000000000216,1.737000000000009
GLO,Brazilian Grand Prix,2008,1:12.223,1:11.909,1:14.230,0.3930000000000007,0.14100000000000534,1.862000000000009
PIQ,Brazilian Grand Prix,2008,1:12.348,1:12.137,\N,0.5180000000000007,0.3689999999999998,1.211740000000006
WEB,Brazilian Grand Prix,2008,1:12.409,1:12.289,\N,0.5790000000000077,0.5210000000000008,1.3667800000000057
KUB,Brazilian Grand Prix,2008,1:12.381,1:12.300,\N,0.5510000000000019,0.5319999999999965,1.3780000000000001
COU,Brazilian Grand Prix,2008,1:12.690,1:12.717,\N,0.8599999999999994,0.9489999999999981,1.8033400000000057
BAR,Brazilian Grand Prix,2008,1:12.548,1:13.139,\N,0.7180000000000035,1.3709999999999951,2.233779999999996
NAK,Brazilian Grand Prix,2008,1:12.800,\N,\N,0.9699999999999989,3.215999999999994,4.115679999999998
BUT,Brazilian Grand Prix,2008,1:12.810,\N,\N,0.980000000000004,3.226300000000009,4.126186000000018
ROS,Brazilian Grand Prix,2008,1:13.002,\N,\N,1.171999999999997,3.424059999999997,4.3279011999999994
FIS,Brazilian Grand Prix,2008,1:13.426,\N,\N,1.5960000000000036,3.8607800000000054,4.773355600000016
SUT,Brazilian Grand Prix,2008,1:13.508,\N,\N,1.6779999999999973,3.9452399999999983,4.8595048000000105
RAI,Australian Grand Prix,2007,1:26.644,1:25.644,1:26.072,0.0,0.31800000000001205,0.0
ALO,Australian Grand Prix,2007,1:26.697,1:25.326,1:26.493,0.05299999999999727,0.0,0.42099999999999227
HEI,Australian Grand Prix,2007,1:26.895,1:25.358,1:26.556,0.25099999999999056,0.03200000000001069,0.48399999999999466
HAM,Australian Grand Prix,2007,1:26.674,1:25.577,1:26.755,0.030000000000001137,0.2510000000000048,0.6829999999999927
KUB,Australian Grand Prix,2007,1:26.696,1:25.882,1:27.347,0.0519999999999925,0.5560000000000116,1.2750000000000057
FIS,Australian Grand Prix,2007,1:27.270,1:25.944,1:27.634,0.6259999999999906,0.6180000000000092,1.5619999999999976
WEB,Australian Grand Prix,2007,1:26.978,1:26.623,1:27.934,0.3340000000000032,1.2970000000000113,1.8619999999999948
TRU,Australian Grand Prix,2007,1:27.014,1:26.688,1:28.404,0.36999999999999034,1.362000000000009,2.3319999999999936
SCH,Australian Grand Prix,2007,1:27.328,1:26.739,1:28.692,0.6839999999999975,1.413000000000011,2.6200000000000045
SAT,Australian Grand Prix,2007,1:27.365,1:26.758,1:28.871,0.7209999999999894,1.4320000000000022,2.7989999999999924
DAV,Australian Grand Prix,2007,1:26.986,1:26.909,\N,0.34199999999999875,1.5829999999999984,2.575179999999989
ROS,Australian Grand Prix,2007,1:27.596,1:26.914,\N,0.9519999999999982,1.588000000000008,2.580280000000002
KOV,Australian Grand Prix,2007,1:27.529,1:26.964,\N,0.8849999999999909,1.6380000000000052,2.631280000000004
BUT,Australian Grand Prix,2007,1:27.540,1:27.264,\N,0.8959999999999866,1.9380000000000024,2.9372800000000012
WUR,Australian Grand Prix,2007,1:27.479,1:27.393,\N,0.8349999999999937,2.0670000000000073,3.068860000000001
MAS,Australian Grand Prix,2007,1:26.712,\N,\N,0.06799999999999784,3.9873600000000096,5.027627199999998
BAR,Australian Grand Prix,2007,1:27.679,\N,\N,1.0349999999999966,4.983370000000008,6.043557399999997
SPE,Australian Grand Prix,2007,1:28.305,\N,\N,1.6610000000000014,5.628150000000019,6.701233000000016
COU,Australian Grand Prix,2007,1:28.579,\N,\N,1.9350000000000023,5.910370000000015,6.989097400000006
LIU,Australian Grand Prix,2007,1:29.267,\N,\N,2.6229999999999905,6.619010000000003,7.711910199999991
SUT,Australian Grand Prix,2007,1:29.339,\N,\N,2.694999999999993,6.693170000000009,7.787553400000007
ALB,Australian Grand Prix,2007,1:31.932,\N,\N,5.287999999999997,9.363960000000006,10.5117592
MAS,Malaysian Grand Prix,2007,1:35.340,1:34.454,1:35.043,0.39799999999999613,0.39700000000000557,0.0
ALO,Malaysian Grand Prix,2007,1:34.942,1:34.057,1:35.310,0.0,0.0,0.2669999999999959
RAI,Malaysian Grand Prix,2007,1:35.138,1:34.687,1:35.479,0.19599999999999795,0.6299999999999955,0.43599999999999284
HAM,Malaysian Grand Prix,2007,1:35.028,1:34.650,1:36.045,0.08599999999998431,0.5930000000000035,1.0019999999999953
HEI,Malaysian Grand Prix,2007,1:35.617,1:35.203,1:36.543,0.674999999999983,1.1460000000000008,1.5
ROS,Malaysian Grand Prix,2007,1:35.755,1:35.380,1:36.829,0.8129999999999882,1.3229999999999933,1.7860000000000014
KUB,Malaysian Grand Prix,2007,1:35.294,1:34.739,1:36.839,0.35199999999998965,0.6820000000000022,1.7959999999999923
TRU,Malaysian Grand Prix,2007,1:35.666,1:35.255,1:36.902,0.7239999999999895,1.1979999999999933,1.8589999999999947
SCH,Malaysian Grand Prix,2007,1:35.736,1:35.595,1:37.078,0.7939999999999827,1.5379999999999967,2.0349999999999966
WEB,Malaysian Grand Prix,2007,1:35.727,1:35.579,1:37.345,0.7849999999999966,1.5220000000000056,2.3019999999999925
KOV,Malaysian Grand Prix,2007,1:36.092,1:35.630,\N,1.1499999999999915,1.5729999999999933,2.4995999999999867
FIS,Malaysian Grand Prix,2007,1:35.879,1:35.706,\N,0.9369999999999834,1.649000000000001,2.5771199999999936
COU,Malaysian Grand Prix,2007,1:35.730,1:35.766,\N,0.7879999999999825,1.708999999999989,2.638319999999993
SAT,Malaysian Grand Prix,2007,1:36.430,1:35.945,\N,1.4879999999999995,1.887999999999991,2.8208999999999946
BUT,Malaysian Grand Prix,2007,1:35.913,1:36.088,\N,0.9709999999999894,2.0309999999999917,2.9667599999999936
LIU,Malaysian Grand Prix,2007,1:36.140,1:36.145,\N,1.1979999999999933,2.088000000000008,3.0249000000000024
SPE,Malaysian Grand Prix,2007,1:36.578,\N,\N,1.6359999999999957,5.418340000000001,6.421846799999997
DAV,Malaysian Grand Prix,2007,1:36.816,\N,\N,1.8739999999999952,5.663480000000007,6.6718896
BAR,Malaysian Grand Prix,2007,1:36.827,\N,\N,1.884999999999991,5.674809999999994,6.683446199999992
WUR,Malaysian Grand Prix,2007,1:37.326,\N,\N,2.383999999999986,6.188779999999994,7.207695599999994
ALB,Malaysian Grand Prix,2007,1:38.279,\N,\N,3.336999999999989,7.170369999999991,8.20891739999999
SUT,Malaysian Grand Prix,2007,1:38.415,\N,\N,3.4729999999999848,7.310449999999989,8.351798999999986
MAS,Bahrain Grand Prix,2007,1:32.443,1:31.359,1:32.652,0.0,0.0,0.0
HAM,Bahrain Grand Prix,2007,1:32.580,1:31.752,1:32.935,0.13700000000000045,0.39299999999998647,0.28300000000000125
RAI,Bahrain Grand Prix,2007,1:33.161,1:31.812,1:33.131,0.7180000000000035,0.45299999999998875,0.4789999999999992
ALO,Bahrain Grand Prix,2007,1:33.049,1:32.214,1:33.192,0.6060000000000088,0.8549999999999898,0.5400000000000063
HEI,Bahrain Grand Prix,2007,1:33.164,1:32.154,1:33.404,0.7210000000000036,0.7949999999999875,0.7519999999999953
KUB,Bahrain Grand Prix,2007,1:33.348,1:32.292,1:33.710,0.9050000000000011,0.9329999999999927,1.058000000000007
FIS,Bahrain Grand Prix,2007,1:33.556,1:32.889,1:34.056,1.1129999999999995,1.5300000000000011,1.4039999999999964
WEB,Bahrain Grand Prix,2007,1:33.496,1:32.808,1:34.106,1.0530000000000115,1.4489999999999839,1.4539999999999935
TRU,Bahrain Grand Prix,2007,1:33.218,1:32.429,1:34.154,0.7750000000000057,1.0699999999999932,1.5019999999999953
ROS,Bahrain Grand Prix,2007,1:33.349,1:32.815,1:34.399,0.9059999999999917,1.4559999999999889,1.7469999999999999
WUR,Bahrain Grand Prix,2007,1:33.759,1:32.915,\N,1.3160000000000025,1.5559999999999832,2.121299999999991
KOV,Bahrain Grand Prix,2007,1:33.467,1:32.935,\N,1.024000000000001,1.5759999999999934,2.1417
DAV,Bahrain Grand Prix,2007,1:33.299,1:33.082,\N,0.8560000000000088,1.7229999999999848,2.291640000000001
SCH,Bahrain Grand Prix,2007,1:33.923,1:33.294,\N,1.480000000000004,1.934999999999988,2.50788
BAR,Bahrain Grand Prix,2007,1:33.776,1:33.624,\N,1.3330000000000126,2.2649999999999864,2.84447999999999
BUT,Bahrain Grand Prix,2007,1:33.967,1:33.731,\N,1.524000000000001,2.3719999999999857,2.953620000000001
SAT,Bahrain Grand Prix,2007,1:33.984,\N,\N,1.541000000000011,5.444519999999997,6.0875904000000105
